Date,Category,Region,Quantity,UnitPrice,TotalSales,PaymentMethod
2024-04-03,Clothing,North,4,15.87,63.5,Debit Card
2024-04-03,Sports,South,3,148.96,446.89,Net Banking
2024-04-03,Clothing,West,2,20.25,40.51,Net Banking
2024-04-03,Electronics,South,1,460.95,460.95,Credit Card
2024-04-04,Books,South,3,41.37,124.1,Debit Card
2024-04-04,Books,West,2,21.8,43.61,UPI
2024-04-04,Electronics,South,2,133.08,266.17,Credit Card
2024-04-04,Home & Kitchen,North,5,127.29,636.47,Net Banking
2024-04-04,Electronics,North,1,70.36,70.36,UPI
2024-04-04,Books,West,3,13.31,39.93,Debit Card
2024-04-05,Electronics,North,5,103.42,517.1,Debit Card
2024-04-05,Home & Kitchen,West,3,51.05,153.16,Debit Card
2024-04-05,Sports,South,2,43.04,86.08,Net Banking
2024-04-05,Electronics,North,1,256.07,256.07,Net Banking
2024-04-05,Clothing,North,1,91.15,91.15,Debit Card
2024-04-05,Home & Kitchen,North,1,121.82,121.82,Credit Card
2024-04-05,Home & Kitchen,North,5,187.86,939.3,Debit Card
2024-04-06,Clothing,South,5,36.23,181.15,UPI
2024-04-06,Sports,South,4,34.6,138.4,Credit Card
2024-04-06,Clothing,West,2,84.25,168.49,Debit Card
2024-04-07,Clothing,West,2,38.64,77.28,Credit Card
2024-04-07,Electronics,West,4,238.63,954.53,UPI
2024-04-07,Clothing,East,1,86.1,86.1,Debit Card
2024-04-08,Home & Kitchen,East,2,160.57,321.15,UPI
2024-04-08,Books,East,2,30.02,60.04,Credit Card
2024-04-08,Electronics,South,1,188.81,188.81,Net Banking
2024-04-08,Electronics,North,4,195.96,783.82,Net Banking
2024-04-08,Clothing,North,3,81.32,243.95,Net Banking
2024-04-08,Clothing,East,1,67.93,67.93,Credit Card
2024-04-08,Clothing,West,5,52.59,262.96,UPI
2024-04-09,Electronics,East,2,84.56,169.13,Net Banking
2024-04-09,Electronics,South,2,466.91,933.82,Net Banking
2024-04-09,Clothing,North,2,81.44,162.87,Debit Card
2024-04-10,Clothing,East,2,60.51,121.01,UPI
2024-04-10,Clothing,East,4,85.75,343.0,Net Banking
2024-04-10,Books,North,4,13.34,53.36,UPI
2024-04-10,Books,North,4,37.75,151.01,Net Banking
2024-04-10,Electronics,North,5,392.07,1960.36,Net Banking
2024-04-10,Clothing,West,5,64.71,323.56,UPI
2024-04-11,Clothing,West,4,24.45,97.79,Net Banking
2024-04-11,Electronics,West,2,228.65,457.29,Net Banking
2024-04-11,Electronics,South,2,250.04,500.08,Credit Card
2024-04-11,Books,North,3,27.86,83.57,Credit Card
2024-04-11,Home & Kitchen,West,5,43.25,216.26,Net Banking
2024-04-11,Clothing,West,1,99.32,99.32,Debit Card
2024-04-11,Electronics,West,4,77.45,309.81,Net Banking
2024-04-12,Home & Kitchen,North,2,20.24,40.48,UPI
2024-04-12,Electronics,South,2,155.0,310.0,Net Banking
2024-04-12,Electronics,South,4,365.62,1462.49,Credit Card
2024-04-12,Clothing,North,2,21.94,43.87,Net Banking
2024-04-12,Clothing,West,3,83.47,250.41,Net Banking
2024-04-13,Home & Kitchen,West,2,42.95,85.89,Credit Card
2024-04-13,Electronics,South,5,182.01,910.05,Net Banking
2024-04-13,Home & Kitchen,West,2,156.14,312.28,Net Banking
2024-04-13,Clothing,East,4,71.53,286.12,UPI
2024-04-13,Electronics,North,4,342.4,1369.62,UPI
2024-04-13,Electronics,North,3,210.47,631.4,Credit Card
2024-04-14,Books,North,5,34.29,171.43,Credit Card
2024-04-14,Electronics,East,4,112.11,448.43,Credit Card
2024-04-14,Electronics,West,4,312.22,1248.89,Debit Card
2024-04-14,Home & Kitchen,South,5,152.93,764.66,Net Banking
2024-04-14,Home & Kitchen,West,4,36.65,146.6,Credit Card
2024-04-15,Electronics,West,5,408.43,2042.14,Debit Card
2024-04-15,Electronics,East,5,293.62,1468.09,Debit Card
2024-04-15,Clothing,South,2,94.27,188.53,Debit Card
2024-04-16,Clothing,South,1,61.31,61.31,Net Banking
2024-04-16,Sports,West,4,27.62,110.47,Credit Card
2024-04-16,Clothing,North,1,40.76,40.76,Credit Card
2024-04-16,Home & Kitchen,South,4,41.68,166.72,Debit Card
2024-04-16,Clothing,South,3,29.11,87.34,Credit Card
2024-04-16,Electronics,West,5,101.82,509.08,Credit Card
2024-04-17,Clothing,West,1,70.15,70.15,Debit Card
2024-04-17,Home & Kitchen,North,3,90.51,271.54,UPI
2024-04-17,Electronics,South,1,68.88,68.88,Net Banking
2024-04-17,Electronics,West,3,304.63,913.9,Debit Card
2024-04-17,Electronics,East,4,326.48,1305.92,Debit Card
2024-04-17,Electronics,South,2,333.54,667.08,Debit Card
2024-04-18,Clothing,South,2,76.38,152.75,Debit Card
2024-04-18,Home & Kitchen,North,1,161.47,161.47,UPI
2024-04-18,Books,West,5,35.76,178.79,Debit Card
2024-04-19,Home & Kitchen,East,4,170.37,681.47,UPI
2024-04-19,Electronics,West,2,409.9,819.81,Credit Card
2024-04-19,Home & Kitchen,East,4,106.1,424.4,Debit Card
2024-04-19,Books,North,5,13.2,66.02,UPI
2024-04-20,Electronics,West,3,73.02,219.05,Credit Card
2024-04-20,Books,West,4,30.82,123.27,Debit Card
2024-04-20,Electronics,South,5,71.91,359.56,Credit Card
2024-04-20,Home & Kitchen,North,3,101.28,303.85,UPI
2024-04-20,Books,South,1,39.15,39.15,Net Banking
2024-04-21,Electronics,West,3,51.88,155.65,UPI
2024-04-21,Clothing,West,1,99.03,99.03,Net Banking
2024-04-21,Sports,East,5,109.69,548.47,UPI
2024-04-21,Clothing,South,4,38.85,155.4,Debit Card
2024-04-21,Electronics,South,5,151.1,755.48,UPI
2024-04-21,Books,South,4,42.17,168.67,Net Banking
2024-04-21,Electronics,South,2,343.52,687.05,Debit Card
2024-04-22,Home & Kitchen,West,4,98.13,392.52,Credit Card
2024-04-22,Clothing,East,3,65.07,195.2,Net Banking
2024-04-22,Home & Kitchen,East,3,153.61,460.83,Debit Card
2024-04-22,Books,West,3,39.4,118.2,Debit Card
2024-04-22,Clothing,East,5,20.18,100.89,Net Banking
2024-04-22,Clothing,East,5,17.04,85.18,Credit Card
2024-04-23,Electronics,East,1,212.74,212.74,UPI
2024-04-23,Clothing,South,2,65.74,131.48,Debit Card
2024-04-23,Sports,North,3,79.5,238.5,UPI
2024-04-23,Home & Kitchen,North,1,50.93,50.93,UPI
2024-04-23,Electronics,West,1,322.18,322.18,Credit Card
2024-04-24,Electronics,East,4,368.16,1472.63,Credit Card
2024-04-24,Electronics,North,5,179.25,896.25,UPI
2024-04-24,Electronics,East,5,61.08,305.39,Credit Card
2024-04-25,Books,South,4,47.38,189.53,UPI
2024-04-25,Books,East,1,17.3,17.3,Debit Card
2024-04-25,Clothing,West,3,51.33,154.0,UPI
2024-04-26,Electronics,South,1,216.6,216.6,Debit Card
2024-04-26,Sports,East,3,35.3,105.9,UPI
2024-04-26,Home & Kitchen,East,1,174.3,174.3,UPI
2024-04-26,Home & Kitchen,East,5,140.48,702.42,UPI
2024-04-26,Clothing,West,3,26.67,80.01,Debit Card
2024-04-27,Books,West,3,13.28,39.84,Net Banking
2024-04-27,Home & Kitchen,East,5,105.59,527.93,UPI
2024-04-27,Electronics,East,5,336.22,1681.11,UPI
2024-04-27,Books,West,3,36.84,110.52,Net Banking
2024-04-27,Clothing,North,4,49.66,198.64,Net Banking
2024-04-28,Home & Kitchen,West,3,43.81,131.44,Debit Card
2024-04-28,Sports,West,5,90.07,450.34,Credit Card
2024-04-28,Clothing,North,5,20.37,101.83,Debit Card
2024-04-28,Books,South,4,42.81,171.24,Credit Card
2024-04-29,Electronics,West,2,468.87,937.74,UPI
2024-04-29,Electronics,West,3,74.63,223.89,Net Banking
2024-04-29,Sports,West,2,141.1,282.2,UPI
2024-04-30,Home & Kitchen,West,5,131.84,659.2,Net Banking
2024-04-30,Electronics,South,2,74.22,148.45,UPI
2024-04-30,Clothing,North,5,88.22,441.11,Debit Card
2024-05-01,Electronics,East,2,494.1,988.21,Net Banking
2024-05-01,Books,East,5,48.16,240.81,Credit Card
2024-05-01,Electronics,West,3,50.27,150.81,Net Banking
2024-05-01,Electronics,East,4,237.83,951.31,Credit Card
2024-05-02,Clothing,North,2,40.34,80.67,Debit Card
2024-05-02,Electronics,West,3,196.83,590.48,Debit Card
2024-05-02,Electronics,North,1,161.13,161.13,Debit Card
2024-05-03,Books,South,3,34.24,102.71,Net Banking
2024-05-03,Books,North,3,43.19,129.58,Net Banking
2024-05-03,Clothing,North,5,82.42,412.08,UPI
2024-05-03,Electronics,East,3,208.55,625.64,Net Banking
2024-05-03,Electronics,East,1,278.66,278.66,UPI
2024-05-03,Home & Kitchen,North,1,179.74,179.74,UPI
2024-05-04,Clothing,South,2,65.7,131.4,Net Banking
2024-05-04,Electronics,East,2,303.98,607.96,Debit Card
2024-05-04,Home & Kitchen,West,3,39.78,119.33,UPI
2024-05-05,Electronics,East,1,434.14,434.14,UPI
2024-05-05,Clothing,South,1,92.42,92.42,Net Banking
2024-05-05,Clothing,North,5,64.43,322.16,Credit Card
2024-05-05,Electronics,South,1,137.96,137.96,Credit Card
2024-05-05,Books,East,2,12.18,24.36,Net Banking
2024-05-05,Clothing,West,3,56.43,169.28,Credit Card
2024-05-06,Electronics,North,3,306.03,918.09,UPI
2024-05-06,Books,East,4,31.78,127.14,Net Banking
2024-05-06,Home & Kitchen,North,1,101.06,101.06,Credit Card
2024-05-06,Home & Kitchen,West,1,127.36,127.36,Debit Card
2024-05-06,Clothing,East,4,96.36,385.43,Net Banking
2024-05-06,Clothing,North,2,58.43,116.87,UPI
2024-05-06,Clothing,North,1,61.81,61.81,Debit Card
2024-05-07,Home & Kitchen,West,3,32.32,96.96,Net Banking
2024-05-07,Clothing,East,5,55.24,276.21,UPI
2024-05-07,Electronics,West,3,356.17,1068.52,Debit Card
2024-05-07,Electronics,East,1,283.13,283.13,Credit Card
2024-05-07,Home & Kitchen,East,2,66.6,133.21,UPI
2024-05-07,Electronics,South,3,267.02,801.07,Debit Card
2024-05-08,Sports,North,2,85.9,171.8,Debit Card
2024-05-08,Electronics,West,2,287.9,575.79,Credit Card
2024-05-08,Electronics,North,4,278.01,1112.03,UPI
2024-05-09,Sports,East,1,131.53,131.53,Credit Card
2024-05-09,Electronics,South,3,383.3,1149.9,Credit Card
2024-05-09,Home & Kitchen,South,1,39.11,39.11,Debit Card
2024-05-09,Electronics,South,4,220.1,880.39,Credit Card
2024-05-09,Clothing,East,1,37.3,37.3,Credit Card
2024-05-09,Home & Kitchen,South,5,92.76,463.82,UPI
2024-05-10,Books,East,1,29.28,29.28,Credit Card
2024-05-10,Electronics,North,2,75.3,150.6,Net Banking
2024-05-10,Electronics,North,2,281.89,563.77,Debit Card
2024-05-10,Clothing,North,4,73.06,292.26,UPI
2024-05-11,Books,East,5,15.25,76.26,Credit Card
2024-05-11,Electronics,East,4,354.38,1417.52,Debit Card
2024-05-11,Electronics,South,5,497.98,2489.9,Credit Card
2024-05-11,Electronics,East,5,493.61,2468.06,Net Banking
2024-05-11,Clothing,West,1,60.76,60.76,Net Banking
2024-05-11,Electronics,South,5,250.37,1251.87,UPI
2024-05-12,Clothing,West,5,32.41,162.04,Credit Card
2024-05-12,Clothing,East,4,93.07,372.3,UPI
2024-05-12,Electronics,North,1,441.29,441.29,Debit Card
2024-05-12,Books,West,1,46.97,46.97,Credit Card
2024-05-12,Electronics,North,2,103.21,206.41,Debit Card
2024-05-12,Electronics,South,4,365.49,1461.98,UPI
2024-05-12,Home & Kitchen,East,3,104.04,312.11,Debit Card
2024-05-13,Books,West,4,44.55,178.18,Net Banking
2024-05-13,Clothing,West,5,89.61,448.04,Debit Card
2024-05-13,Electronics,West,5,230.76,1153.82,Net Banking
2024-05-13,Electronics,West,4,401.02,1604.09,Net Banking
2024-05-13,Sports,North,2,56.84,113.69,Debit Card
2024-05-13,Clothing,West,5,76.24,381.19,Debit Card
2024-05-13,Electronics,North,1,134.96,134.96,UPI
2024-05-14,Electronics,South,1,305.79,305.79,Net Banking
2024-05-14,Sports,East,3,81.6,244.81,UPI
2024-05-14,Electronics,West,5,310.92,1554.62,Credit Card
2024-05-14,Electronics,North,1,251.4,251.4,Debit Card
2024-05-15,Electronics,North,3,166.42,499.26,Net Banking
2024-05-15,Home & Kitchen,South,2,22.56,45.11,Debit Card
2024-05-15,Home & Kitchen,North,2,116.0,232.0,Credit Card
2024-05-15,Sports,North,4,61.93,247.71,UPI
2024-05-15,Electronics,East,2,216.94,433.88,Net Banking
2024-05-15,Clothing,East,4,64.0,256.01,Net Banking
2024-05-16,Books,South,3,27.82,83.46,Debit Card
2024-05-16,Home & Kitchen,South,1,124.96,124.96,Debit Card
2024-05-16,Electronics,South,1,440.18,440.18,Debit Card
2024-05-17,Home & Kitchen,East,1,51.14,51.14,Net Banking
2024-05-17,Electronics,East,1,209.06,209.06,Net Banking
2024-05-17,Clothing,West,2,59.41,118.82,Debit Card
2024-05-17,Electronics,East,3,89.86,269.58,Net Banking
2024-05-17,Electronics,West,2,237.83,475.65,Debit Card
2024-05-17,Electronics,North,1,329.11,329.11,Net Banking
2024-05-18,Clothing,South,3,26.84,80.53,Credit Card
2024-05-18,Clothing,North,3,58.0,174.01,Net Banking
2024-05-18,Clothing,North,1,74.63,74.63,Net Banking
2024-05-18,Home & Kitchen,South,3,100.34,301.02,UPI
2024-05-18,Sports,North,5,78.9,394.51,Credit Card
2024-05-19,Electronics,West,2,310.69,621.38,Credit Card
2024-05-19,Electronics,East,5,189.61,948.03,Credit Card
2024-05-19,Clothing,East,1,28.9,28.9,Debit Card
2024-05-19,Books,West,4,20.62,82.49,Credit Card
2024-05-19,Electronics,South,5,439.78,2198.91,UPI
2024-05-19,Sports,East,3,138.83,416.5,Credit Card
2024-05-19,Clothing,East,4,21.4,85.59,Credit Card
2024-05-20,Books,East,5,38.41,192.07,UPI
2024-05-20,Home & Kitchen,North,5,103.52,517.6,UPI
2024-05-20,Home & Kitchen,South,3,195.4,586.2,UPI
2024-05-20,Books,South,1,40.72,40.72,Debit Card
2024-05-21,Electronics,East,2,78.91,157.81,UPI
2024-05-21,Books,East,2,48.9,97.81,UPI
2024-05-21,Clothing,South,5,74.46,372.3,UPI
2024-05-21,Home & Kitchen,West,5,195.1,975.51,Credit Card
2024-05-21,Books,East,2,45.08,90.17,UPI
2024-05-21,Home & Kitchen,West,5,24.5,122.49,UPI
2024-05-22,Clothing,West,2,76.83,153.67,Credit Card
2024-05-22,Sports,North,5,65.84,329.21,Net Banking
2024-05-22,Clothing,East,5,77.49,387.47,Debit Card
2024-05-22,Home & Kitchen,East,4,75.05,300.19,UPI
2024-05-23,Clothing,North,5,64.19,320.97,UPI
2024-05-23,Books,West,5,10.77,53.83,UPI
2024-05-23,Electronics,North,1,124.93,124.93,UPI
2024-05-23,Sports,North,2,105.74,211.48,Net Banking
2024-05-24,Clothing,North,2,53.08,106.16,Debit Card
2024-05-24,Electronics,South,3,256.01,768.04,UPI
2024-05-24,Electronics,East,4,295.55,1182.2,Debit Card
2024-05-25,Clothing,South,1,58.76,58.76,Net Banking
2024-05-25,Clothing,North,5,29.18,145.91,Net Banking
2024-05-25,Home & Kitchen,South,5,23.18,115.9,UPI
2024-05-25,Clothing,West,3,99.29,297.86,Debit Card
2024-05-25,Sports,East,2,138.77,277.55,UPI
2024-05-26,Home & Kitchen,East,4,188.51,754.05,UPI
2024-05-26,Books,North,1,10.15,10.15,Credit Card
2024-05-26,Clothing,South,2,46.9,93.8,Net Banking
2024-05-26,Electronics,South,3,440.85,1322.55,Debit Card
2024-05-26,Electronics,West,1,145.14,145.14,Credit Card
2024-05-26,Clothing,West,5,96.97,484.85,Credit Card
2024-05-27,Books,South,5,35.19,175.94,Credit Card
2024-05-27,Electronics,West,1,58.34,58.34,Debit Card
2024-05-27,Electronics,North,5,250.65,1253.24,UPI
2024-05-27,Home & Kitchen,East,3,166.89,500.67,Debit Card
2024-05-27,Home & Kitchen,South,1,183.84,183.84,Net Banking
2024-05-27,Electronics,West,5,156.41,782.07,UPI
2024-05-28,Sports,East,1,143.19,143.19,Net Banking
2024-05-28,Home & Kitchen,East,3,96.08,288.25,UPI
2024-05-28,Home & Kitchen,East,2,99.23,198.46,Net Banking
2024-05-29,Electronics,North,1,293.56,293.56,Net Banking
2024-05-29,Home & Kitchen,North,1,176.41,176.41,UPI
2024-05-29,Home & Kitchen,North,4,64.25,256.99,Net Banking
2024-05-29,Sports,East,3,141.24,423.73,Net Banking
2024-05-29,Clothing,South,3,54.81,164.42,Credit Card
2024-05-29,Electronics,East,2,493.06,986.12,Debit Card
2024-05-29,Sports,West,5,25.61,128.04,Net Banking
2024-05-30,Books,North,2,31.33,62.66,Credit Card
2024-05-30,Books,North,4,14.15,56.58,Debit Card
2024-05-30,Electronics,West,2,356.11,712.23,Debit Card
2024-05-30,Home & Kitchen,North,3,132.27,396.82,Credit Card
2024-05-30,Books,East,4,13.5,53.99,UPI
2024-05-30,Books,West,5,16.0,79.98,UPI
2024-05-30,Home & Kitchen,South,5,110.47,552.37,UPI
2024-05-31,Sports,East,5,127.27,636.34,Credit Card
2024-05-31,Home & Kitchen,North,1,46.89,46.89,UPI
2024-05-31,Books,West,1,33.4,33.4,Net Banking
2024-05-31,Electronics,South,4,490.53,1962.11,Debit Card
2024-05-31,Clothing,West,2,40.24,80.47,Net Banking
2024-06-01,Electronics,South,2,330.41,660.82,Debit Card
2024-06-01,Electronics,North,2,107.06,214.12,UPI
2024-06-01,Electronics,South,5,97.61,488.04,Credit Card
2024-06-01,Sports,South,4,67.33,269.31,Credit Card
2024-06-01,Electronics,West,1,199.98,199.98,UPI
2024-06-01,Clothing,West,4,80.72,322.88,Credit Card
2024-06-02,Electronics,West,2,180.66,361.33,Debit Card
2024-06-02,Electronics,West,3,391.78,1175.35,Credit Card
2024-06-02,Books,North,1,28.5,28.5,Debit Card
2024-06-03,Books,South,2,20.7,41.4,Debit Card
2024-06-03,Electronics,South,5,312.47,1562.37,Net Banking
2024-06-03,Sports,North,3,39.21,117.62,Net Banking
2024-06-03,Electronics,East,1,404.03,404.03,Debit Card
2024-06-04,Electronics,North,3,84.87,254.6,UPI
2024-06-04,Home & Kitchen,South,3,153.27,459.8,Debit Card
2024-06-04,Electronics,South,2,331.29,662.58,UPI
2024-06-04,Electronics,West,1,384.51,384.51,Debit Card
2024-06-04,Clothing,South,5,20.24,101.21,Debit Card
2024-06-04,Home & Kitchen,South,3,48.72,146.15,Credit Card
2024-06-04,Books,West,2,14.65,29.31,Credit Card
2024-06-05,Electronics,West,3,90.42,271.26,UPI
2024-06-05,Sports,East,1,25.16,25.16,Debit Card
2024-06-05,Books,East,2,23.49,46.98,UPI
2024-06-05,Electronics,South,5,361.63,1808.16,UPI
2024-06-05,Clothing,East,2,82.87,165.74,Debit Card
2024-06-05,Electronics,South,2,480.16,960.31,Credit Card
2024-06-06,Home & Kitchen,East,2,83.75,167.5,Debit Card
2024-06-06,Home & Kitchen,East,2,156.25,312.49,UPI
2024-06-06,Books,West,4,23.11,92.44,UPI
2024-06-06,Clothing,East,4,86.08,344.34,Debit Card
2024-06-06,Electronics,North,3,456.36,1369.09,UPI
2024-06-06,Sports,South,2,102.74,205.48,Credit Card
2024-06-06,Home & Kitchen,South,5,148.45,742.25,Net Banking
2024-06-07,Electronics,West,2,253.5,506.99,Credit Card
2024-06-07,Books,North,4,10.71,42.83,Debit Card
2024-06-07,Electronics,East,5,219.29,1096.43,Credit Card
2024-06-07,Clothing,West,5,94.34,471.7,UPI
2024-06-07,Electronics,West,1,212.0,212.0,Debit Card
2024-06-07,Clothing,East,2,18.19,36.39,Net Banking
2024-06-07,Electronics,East,1,135.47,135.47,Net Banking
2024-06-08,Books,West,5,10.29,51.47,Net Banking
2024-06-08,Electronics,East,2,251.05,502.11,Debit Card
2024-06-08,Electronics,North,4,158.11,632.44,Net Banking
2024-06-08,Electronics,East,4,462.17,1848.68,Credit Card
2024-06-08,Clothing,East,5,97.27,486.34,Credit Card
2024-06-09,Home & Kitchen,East,3,169.97,509.92,Debit Card
2024-06-09,Home & Kitchen,North,1,109.67,109.67,UPI
2024-06-09,Books,North,3,36.41,109.24,Net Banking
2024-06-10,Electronics,West,4,142.35,569.4,UPI
2024-06-10,Books,East,2,33.47,66.94,UPI
2024-06-10,Home & Kitchen,West,1,149.86,149.86,Net Banking
2024-06-10,Clothing,West,3,47.19,141.56,UPI
2024-06-10,Home & Kitchen,West,4,117.05,468.22,Debit Card
2024-06-10,Electronics,South,2,72.32,144.63,Net Banking
2024-06-10,Electronics,North,3,68.49,205.46,Debit Card
2024-06-11,Clothing,West,5,21.0,104.98,UPI
2024-06-11,Books,South,3,34.88,104.64,UPI
2024-06-11,Home & Kitchen,West,3,21.81,65.43,Debit Card
2024-06-11,Sports,West,1,73.58,73.58,Debit Card
2024-06-12,Electronics,West,1,115.35,115.35,Debit Card
2024-06-12,Books,North,3,44.18,132.54,Net Banking
2024-06-12,Electronics,West,4,63.71,254.82,Credit Card
2024-06-12,Electronics,North,2,151.55,303.1,Debit Card
2024-06-12,Sports,West,3,39.44,118.31,Net Banking
2024-06-12,Clothing,South,1,71.89,71.89,Debit Card
2024-06-12,Electronics,North,5,201.38,1006.89,Credit Card
2024-06-13,Home & Kitchen,East,1,21.53,21.53,Credit Card
2024-06-13,Clothing,East,5,89.92,449.6,UPI
2024-06-13,Home & Kitchen,West,4,81.41,325.63,Net Banking
2024-06-13,Clothing,West,1,75.08,75.08,Net Banking
2024-06-14,Books,North,4,38.76,155.04,UPI
2024-06-14,Electronics,North,3,222.81,668.43,Net Banking
2024-06-14,Electronics,North,1,250.86,250.86,Debit Card
2024-06-14,Clothing,South,4,94.61,378.43,Debit Card
2024-06-14,Electronics,South,2,377.82,755.64,Credit Card
2024-06-15,Home & Kitchen,East,1,165.41,165.41,UPI
2024-06-15,Home & Kitchen,East,4,190.62,762.46,Net Banking
2024-06-15,Home & Kitchen,North,2,162.94,325.89,Credit Card
2024-06-15,Electronics,East,4,375.97,1503.9,Credit Card
2024-06-15,Clothing,North,2,50.53,101.05,Net Banking
2024-06-15,Electronics,South,1,413.76,413.76,Net Banking
2024-06-15,Sports,West,1,32.91,32.91,UPI
2024-06-16,Home & Kitchen,North,2,177.64,355.27,Net Banking
2024-06-16,Clothing,North,2,61.2,122.39,UPI
2024-06-16,Home & Kitchen,South,2,84.0,167.99,Net Banking
2024-06-16,Home & Kitchen,East,4,173.23,692.91,Debit Card
2024-06-16,Electronics,West,5,94.35,471.73,Net Banking
2024-06-16,Clothing,East,5,90.38,451.91,Net Banking
2024-06-16,Home & Kitchen,South,5,105.34,526.69,UPI
2024-06-17,Clothing,West,4,30.12,120.48,Credit Card
2024-06-17,Books,North,3,37.17,111.5,Net Banking
2024-06-17,Sports,North,1,145.36,145.36,Credit Card
2024-06-17,Electronics,South,2,499.64,999.29,Debit Card
2024-06-18,Books,North,4,14.51,58.05,UPI
2024-06-18,Home & Kitchen,South,3,101.61,304.84,Net Banking
2024-06-18,Clothing,East,1,38.32,38.32,Credit Card
2024-06-18,Books,North,5,37.53,187.67,UPI
2024-06-19,Sports,West,3,70.65,211.96,Credit Card
2024-06-19,Clothing,West,1,51.24,51.24,Debit Card
2024-06-19,Electronics,North,4,413.39,1653.57,Debit Card
2024-06-19,Home & Kitchen,South,4,193.84,775.35,Debit Card
2024-06-19,Electronics,South,4,482.99,1931.95,Net Banking
2024-06-19,Sports,North,3,139.34,418.03,UPI
2024-06-20,Home & Kitchen,South,1,75.78,75.78,UPI
2024-06-20,Books,East,1,30.33,30.33,Net Banking
2024-06-20,Sports,East,2,50.08,100.16,Net Banking
2024-06-21,Clothing,South,1,57.76,57.76,Net Banking
2024-06-21,Books,North,2,11.19,22.38,Net Banking
2024-06-21,Electronics,West,2,52.2,104.4,Debit Card
2024-06-21,Home & Kitchen,North,5,108.51,542.56,Debit Card
2024-06-21,Electronics,West,1,153.37,153.37,UPI
2024-06-21,Electronics,North,1,410.52,410.52,Net Banking
2024-06-21,Sports,North,3,126.52,379.57,Debit Card
2024-06-22,Electronics,West,4,297.24,1188.97,Net Banking
2024-06-22,Books,South,4,11.97,47.9,Credit Card
2024-06-22,Clothing,South,5,88.71,443.54,UPI
2024-06-22,Books,South,5,19.72,98.59,UPI
2024-06-22,Electronics,North,4,211.92,847.68,Net Banking
2024-06-23,Clothing,South,4,40.34,161.37,Debit Card
2024-06-23,Home & Kitchen,East,4,135.67,542.69,Debit Card
2024-06-23,Electronics,South,4,397.06,1588.24,Credit Card
2024-06-23,Books,South,5,11.24,56.21,Credit Card
2024-06-23,Electronics,South,4,310.88,1243.53,Debit Card
2024-06-24,Home & Kitchen,East,5,87.83,439.13,Credit Card
2024-06-24,Electronics,West,3,56.97,170.92,Credit Card
2024-06-24,Electronics,North,3,210.38,631.15,Net Banking
2024-06-24,Books,West,5,10.12,50.58,Debit Card
2024-06-24,Books,West,1,49.87,49.87,Net Banking
2024-06-25,Electronics,North,3,340.72,1022.16,Credit Card
2024-06-25,Electronics,North,1,251.41,251.41,Credit Card
2024-06-25,Clothing,West,2,91.47,182.93,Credit Card
2024-06-25,Home & Kitchen,South,3,186.41,559.23,Credit Card
2024-06-25,Electronics,South,5,276.66,1383.31,Debit Card
2024-06-25,Home & Kitchen,East,4,136.66,546.63,Net Banking
2024-06-26,Electronics,South,3,90.92,272.76,Credit Card
2024-06-26,Home & Kitchen,South,2,194.19,388.39,Credit Card
2024-06-26,Sports,South,2,51.51,103.01,Net Banking
2024-06-26,Electronics,East,5,282.7,1413.52,Debit Card
2024-06-26,Home & Kitchen,East,5,125.11,625.53,Credit Card
2024-06-27,Clothing,South,2,54.17,108.35,Debit Card
2024-06-27,Home & Kitchen,North,1,159.37,159.37,Credit Card
2024-06-27,Home & Kitchen,South,1,59.43,59.43,Net Banking
2024-06-28,Home & Kitchen,West,5,168.1,840.48,Debit Card
2024-06-28,Clothing,North,2,88.49,176.97,Net Banking
2024-06-28,Home & Kitchen,East,4,167.21,668.85,UPI
2024-06-28,Clothing,West,5,80.49,402.44,UPI
2024-06-28,Clothing,North,5,55.63,278.15,Debit Card
2024-06-28,Electronics,West,3,268.88,806.65,Debit Card
2024-06-29,Electronics,East,2,380.44,760.88,Net Banking
2024-06-29,Electronics,North,3,222.42,667.27,Debit Card
2024-06-29,Clothing,South,4,24.13,96.52,Credit Card
2024-06-30,Electronics,North,4,487.42,1949.7,UPI
2024-06-30,Electronics,North,4,178.11,712.44,Debit Card
2024-06-30,Electronics,North,2,418.74,837.49,Debit Card
2024-06-30,Electronics,East,2,126.11,252.21,Debit Card
2024-06-30,Home & Kitchen,East,1,149.67,149.67,UPI
2024-06-30,Electronics,South,5,197.05,985.24,UPI
2024-06-30,Clothing,South,2,69.53,139.07,Credit Card
2024-07-01,Electronics,North,1,306.64,306.64,Credit Card
2024-07-01,Clothing,North,1,86.61,86.61,Net Banking
2024-07-01,Clothing,West,2,70.52,141.04,UPI
2024-07-01,Home & Kitchen,South,5,184.47,922.35,Net Banking
2024-07-01,Books,South,2,12.66,25.31,Credit Card
2024-07-01,Electronics,South,1,194.33,194.33,UPI
2024-07-01,Electronics,East,2,347.72,695.43,Debit Card
2024-07-02,Sports,North,5,91.7,458.51,Credit Card
2024-07-02,Sports,West,1,113.33,113.33,UPI
2024-07-02,Sports,North,1,109.85,109.85,UPI
2024-07-02,Electronics,South,2,155.39,310.78,UPI
2024-07-02,Home & Kitchen,North,1,182.16,182.16,Credit Card
2024-07-03,Clothing,North,1,59.82,59.82,Credit Card
2024-07-03,Clothing,West,2,64.28,128.56,UPI
2024-07-03,Electronics,South,5,132.43,662.13,Net Banking
